gene,AHR,ARID1A,ARRDC3,ATL1,BAK1,BCL2L11,BCORL1,BCR,BPGM,CBARP,FOXL2NB,CBFA2T3,CBL,CDKN1A,CDKN1B,CDKN1C,CEBPA,CEBPB,CEBPE,CELF2,CITED1,CKS1B,CLDN6,CNN1,CNNM4,COL1A1,COL2A1,CSRNP1,DLX2,DUSP9,EGR1,ELMSAN1,ETS2,FEV,FOSB,FOXA1,FOXA3,FOXF1,FOXL2,FOXO4,GCH1,GLB1L2,HES7,HK2,HNF4A,HOXA13,HOXB9,HOXC13,IER5L,IGDCC3,IKZF3,IRF1,ISL2,JUN,RP5-862P8.2,KIF18B,KIF2C,KLF1,KMT2A,LHX1,LYL1,MAML2,MAP2K3,MAP2K6,MAP4K3,MAP4K5,MAP7D1,MAPK1,MCOLN3,MEIS1,MIDN,NCL,NIT1,OSR2,PEG10,PIK3CB,PLEKHO2,PLK4,POU3F2,PRDM1,PRTG,PTPN1,PTPN12,PTPN13,PTPN9,RHOXF2B,RREB1,RUNX1T1,S1PR2,SAMD1,SET,SGK1,SLC38A2,SLC4A1,SLC6A9,SNAI1,SPI1,STIL,TBX2,TBX3,TGFBR2,TMEM173,TMSB4X,TP73,TSC22D1,UBASH3A,UBASH3B,ZBTB1,ZBTB10,ZBTB25,ZC3HAV1,ZNF318,negative
FOXL2NB,-0.61441574876675,-0.58723871275725,-0.549536446139,-0.56518302636825,-0.5427999532829999,-0.5565232188405,-0.523815113539,-0.52697668954675,-0.5209190365325,-0.600083928296,-0.5125892859882499,-0.6187472002350001,-0.572770709391,-0.556127918219,-0.52217527391725,-0.54020056580125,-0.6249984208115,-0.6072013971922501,-0.6787563956255,-0.5333132241695,-0.60188864614425,-0.5871034345470001,-0.64286463448075,-0.51177465203425,-0.6080180677055,-0.5451684765045,-0.55426956480125,-0.3956176700145,-0.6456374666175,-0.63298945326725,-0.596947198364,-0.52477465821925,-0.62161160257575,-0.5251906549500001,-0.54893290795675,-0.6328552826345,-0.68899194676025,-0.6684325827619999,-0.51016080988,-0.5686348714225,-0.5206642071055,-0.562514710048,-0.530477348088,-0.5158245055270001,-0.606323493918,-0.64345983257975,-0.6376428747335,-0.62222375697775,-0.5575247108975,-0.58492417305325,-0.6647980607252499,-0.5079873608675,-0.631138255579,-0.59074367925975,-0.61615712150975,-0.583267727109,-0.5751353604645,-0.53485246945875,-0.57596329346725,-0.6232381700812499,-0.5517045046525,-0.46442547329624995,-0.4445854907565,-0.446999991441,-0.625461467923,-0.60591769995025,-0.595058473656,-0.5579617180859999,-0.57650330238125,-0.58455327414075,-0.6020585008085,-0.6398263539810001,-0.6361368566725,-0.601879140584,-0.5689392888264999,-0.5535438162635,-0.6215456529657499,-0.57116243746275,-0.60515030747725,-0.64574431797975,-0.57673410743675,-0.5004042606395,-0.5118286407295001,-0.604820480221,-0.53975921453925,-0.60196149721625,-0.6163888643767499,-0.5571216882327501,-0.57015044019775,-0.610469044744,-0.47449894407725,-0.5861155656125,-0.53923860717525,-0.646870026646,-0.51349035167525,-0.637836581591,-0.6107350394855,-0.62048923454025,-0.54956314508425,-0.58316911979225,-0.532791322912,-0.563340192335,-0.527497681506,-0.5738749927944999,-0.6042737024454999,-0.58006289179375,-0.5375883027945001,-0.5969459438942499,-0.622247111871,-0.5407006176385001,-0.4243806273435,-0.6376085971522499,-0.5211129507436334
CBFA2T3,-0.506587715708,-0.50220745265875,-0.296186076427,-0.51542770653425,-0.53914036197275,-0.31426541705275,-0.21785744669950002,-0.20262939118425,-0.27555366456925,-0.28799759939475,-0.6187472002350001,-0.19970480290875,-0.27006402580100003,-0.365231967573,-0.366647509404,-0.36568897805625,-0.641642369425,-0.4181342291805,-0.40311326827925,-0.22178223101175,-0.373484942859,-0.2685935932965,-0.4071476521095,-0.268108155727,-0.301345860874,-0.44902315391500003,-0.44126573019324994,-0.06037412603904999,-0.41300621998725,-0.418859339179,-0.27361652169125,-0.13062940777905,-0.298240315794,-0.479510508647,-0.317628262213,-0.511728718214,-0.4778030510795,-0.4433501442705,-0.4288924621105,-0.5417476982564999,-0.16956515814200002,-0.24370402860475,-0.539266707471,-0.2253415354835,-0.46606597839975,-0.5930450695885001,-0.41966463357324996,-0.54676861903175,-0.435742697311,-0.49356827694625,-0.516423251487,-0.2828599364125,-0.412458450653,-0.45583718013825003,-0.45986673696475,-0.33284247606025,-0.26754756336075003,0.0738676035397,-0.28370134733675,-0.47080046901074996,-0.30091275830075004,-0.050463448268899994,-0.0676720972641,-0.0563882213351,-0.27452627092750004,-0.25032256797575,-0.257752607615,-0.2999581917295,-0.2099664730435,-0.3747941652515,-0.45587570653075,-0.14048042101975,-0.5099258310675,-0.3339596024525,-0.377486730663,-0.1939341353845,-0.44376075080375,-0.25206152625725,-0.49590155459949997,-0.5939339494575,-0.46843343100975,-0.40816986150074996,-0.23382300607225,-0.32524357899675005,-0.26242847025425003,-0.4167568352905,-0.392067078209,-0.244202676075,-0.36003485315250006,-0.38785095601474995,-0.31607263794975005,-0.267950705443,-0.1500767009605,-0.5686775289817501,-0.216147802276,-0.5802948327574999,-0.5629986177455,-0.36244158496824996,-0.26667519853175,-0.26131835602525,-0.22954740642100002,-0.18929572332325,-0.16865665223350002,-0.5434045672475001,-0.24818229450275,-0.262554526358,-0.25728899140374994,-0.30919015009675005,-0.557349160222,-0.212880269163,-0.041883968047185,-0.23738533289275,-0.16410760090266668
CBL,-0.46754935143325005,-0.42377632701125,-0.24150165730175,-0.5060108488077499,-0.44074088639075,-0.2967200688385,-0.18599837934975,-0.095987830345275,-0.2955745876815,-0.31852310974125003,-0.572770709391,-0.270064025801,-0.16768023350775,-0.32812994915774996,-0.36257207816,-0.40455455459824996,-0.447978271567,-0.33479798995325,-0.47897865445375,-0.1660269967245,-0.26721405291675,-0.361360182761,-0.42481076032,-0.4760244254945,-0.27217897379075,-0.461980394402,-0.3900414277425,-0.022397596882882752,-0.260464173909,-0.55723730706725,-0.2155506824465,-0.0616998483769,-0.178491680338,-0.299764759356,-0.18458251448075003,-0.35800380775925,-0.3637339935475,-0.30751465043650006,-0.36101438851199996,-0.5447785132187499,-0.101906559438375,-0.20526657444024998,-0.5533724040025,-0.23612343540725,-0.45176513502925,-0.5893813994750001,-0.26851318673825,-0.5610482790175,-0.46061597068749993,-0.45970746776725,-0.6035525250817501,-0.298696264961,-0.2241465852705,-0.41224742208975,-0.40591122217475,-0.27801526493425,-0.1712571128925,0.0160289315090075,-0.2192408121735,-0.2661894583845,-0.25422384671950005,-0.0425948315146,0.0015216783562999985,0.019988721550550002,-0.19958168099100002,-0.16811055619275,-0.20786323840425,-0.18615324256075,-0.13541530688199999,-0.28664699019275,-0.3945581281265,-0.24078147784025,-0.45823331238125,-0.16099580681775,-0.2834576166585,-0.1756602583365,-0.437871486983,-0.21363800740150002,-0.40902463819049995,-0.5552953782957499,-0.4762160516575,-0.47380189921625,-0.2829011403155,-0.27926760706825005,-0.32823388454924995,-0.5160034011985,-0.28382730509349996,-0.16868229776525,-0.24262790868275,-0.396146006269,-0.39959940623574997,-0.30448642206625,-0.0744037622781,-0.5020323234449999,-0.1599080930335,-0.343854317131,-0.4864471119539999,-0.32142775159775,-0.19154113636307502,-0.22724572505625001,-0.29466901025625003,-0.12831103365649998,-0.12021457417625,-0.5597227279179999,-0.20100957172675,-0.40747348916474996,-0.46021333504874995,-0.3180360485565,-0.487647757494,-0.25469818903375,0.046430336451125,-0.20657200012450003,-0.12273122444967335
CDKN1A,-0.42957198018575,-0.43037930950275,-0.32882946750425,-0.501190203602,-0.45747680071325003,-0.25947988816975,-0.2123848332595,-0.21104616714799998,-0.27058508393374997,-0.31163600853675,-0.556127918219,-0.36523196757299997,-0.32812994915774996,-0.36517209455625,-0.3475209374005,-0.39401858153025,-0.553319485199,-0.38021663809475,-0.5050270730595,-0.27331086432775004,-0.328471065771,-0.29373914411150004,-0.3667424312105,-0.31271872921175004,-0.25683380072375,-0.3960236511155,-0.4511669186155,-0.12325592955680001,-0.31578929973025,-0.4774555053065,-0.349102706754,-0.17672991360700002,-0.238309748363,-0.4790745784025,-0.3399898091495,-0.3926735181175,-0.38864516363475,-0.35739696323750003,-0.37744509283149996,-0.47659283943175,-0.23036925473375,-0.277527966249,-0.47554987775449997,-0.26736260425375,-0.396039151094,-0.52261887003125,-0.31568563034475,-0.47564400145575003,-0.4645326573805,-0.42774728430425,-0.5357255364889999,-0.32898610630325,-0.349797041022,-0.42949455559274996,-0.406467435591,-0.32146301723025,-0.28770502931325,-0.151456013836725,-0.2975159549515,-0.40671778315,-0.26189075347525004,-0.14583315063715002,-0.1751146890225,-0.1518499241856,-0.251017607642,-0.29323879845075,-0.250654929607,-0.25962958890925003,-0.255720936316,-0.3510287568285,-0.38305067264500003,-0.2945873437885,-0.3929057808905,-0.29869442213700004,-0.302344061275,-0.260613928977,-0.3718750020285,-0.270542073728,-0.3738849912695,-0.5239531807769999,-0.47837747016175003,-0.378063396208,-0.24693934483699997,-0.31766535210450003,-0.24362912337475,-0.42148035174725,-0.38625378866575,-0.257105976042,-0.26790360299675,-0.364256293977,-0.40816440602274995,-0.28748375352525,-0.20813253367675,-0.47449351728275,-0.24286421171725,-0.374704795665,-0.47631903984199997,-0.2880258153665,-0.22485487796925002,-0.26373655055800005,-0.3434995819465,-0.24508977305625,-0.26054590864075,-0.571451727084,-0.28587080717825,-0.2973151107575,-0.29394963161725,-0.28258020015025,-0.49197653936075003,-0.2527342315705,-0.08485793280725,-0.24751511628425,-0.23301827092563332
CDKN1B,-0.3985535568995,-0.46372480527575,-0.3622785889985,-0.46798252805325,-0.48977794107625,-0.2858826304885,-0.25512479070399996,-0.2663021186485,-0.30086367472000003,-0.31456159519775,-0.52217527391725,-0.366647509404,-0.36257207816,-0.3475209374005,-0.39269729427449995,-0.40119386979249994,-0.563382028981,-0.37493768883425,-0.45444917273325,-0.29275864189,-0.35469086581075004,-0.2996709163715,-0.376662673507,-0.3643354629655,-0.27331718782125,-0.3772575768475,-0.4679554915275,-0.14088639437925,-0.35821509688875,-0.41753363316875003,-0.33553807748925,-0.19381438803224998,-0.28246653004449995,-0.44376998786699995,-0.31887387635875,-0.3992367029925,-0.38211426909625,-0.40827523530474996,-0.383671562175,-0.491871132541,-0.268380773643,-0.33380926437325,-0.4657819883905,-0.30371461222874996,-0.42650151955125,-0.50673663653,-0.37326576055149996,-0.463081431698,-0.43182411895399997,-0.40820542765900003,-0.5072603371972499,-0.39781366789100003,-0.337887697348,-0.43969342894225005,-0.3888230321145,-0.37826343763500003,-0.29424918086949997,-0.11273688479880001,-0.30998953922625,-0.42933404162050004,-0.25060519160100003,-0.175097561372,-0.184221879544,-0.148286683226775,-0.24125848317499998,-0.305523183448,-0.32821713715075,-0.3172771380645,-0.30574198170375,-0.3507247011225,-0.420041576425,-0.29857168629325,-0.4066721008815,-0.30136053578875,-0.32435674473349996,-0.2877511862965,-0.40282987337125,-0.31375250604775,-0.42482749618375004,-0.44528352617475,-0.4012835877965,-0.40697087953175004,-0.31280621849699997,-0.34267615944249996,-0.3109354579525,-0.41229593120375,-0.37073691296050004,-0.26448827738025005,-0.29599603711225,-0.38549970049274995,-0.43917626979875,-0.276010917174,-0.1972678948393,-0.49694214001875,-0.244991441383,-0.39780668321949997,-0.505062357755,-0.36017783321950003,-0.23347073046574998,-0.306327336519,-0.34697342008925003,-0.2958833488085,-0.24353887420475,-0.50907033376,-0.315937344991,-0.33500799545575,-0.33755330860099997,-0.3189030369205,-0.45958112509,-0.2774420762545,-0.050289088544499996,-0.319043552867,-0.26448218841416665
CDKN1C,-0.50837743686275,-0.45581350833275,-0.38567640521625,-0.48728614499850004,-0.4516647284095,-0.35113607070225,-0.32787866303925,-0.31568769340025005,-0.38185108882775,-0.37736316928675,-0.5402005658012501,-0.36568897805625,-0.40455455459824996,-0.39401858153025,-0.40119386979249994,-0.40085812468250004,-0.49127905325849996,-0.39735143504775,-0.51842473293075,-0.34719024951200006,-0.43700058158024996,-0.34936391739600003,-0.40044891838575003,-0.40926007957699995,-0.33797349874249993,-0.417435733836,-0.481950726504,-0.231905596246975,-0.3699190330355,-0.47244927103075,-0.415144832368,-0.27935358200425,-0.30176317482825,-0.4096407132095,-0.3820716128625,-0.4594841328685,-0.44780675960925,-0.43241685198325003,-0.41362090112975,-0.5117607100715,-0.335467698928,-0.3634590496735,-0.4198581647565,-0.357802658337,-0.448461433398,-0.473209600388,-0.38277301783425,-0.47902036382925,-0.4993047739645,-0.45122334008975,-0.5241449681335,-0.421966806968,-0.39114316848499997,-0.45080151989524997,-0.46082109232125,-0.38444110317825,-0.35727733910625,-0.256236680542675,-0.38174625607824997,-0.3927147534025,-0.3219697408655,-0.27920920479225,-0.27259549219975,-0.2534324132165,-0.3243772480065,-0.36603849103125,-0.3370645328485,-0.32584868808550005,-0.33714418655775,-0.37694170671325,-0.4504410041345,-0.39088032610650003,-0.40668815119175,-0.35647522885425,-0.35767956391950007,-0.3498556663185,-0.45352117439675,-0.35094311143925,-0.39154146319875,-0.504825150526,-0.43860737380175,-0.4121920026,-0.34896729384825,-0.3358309391745,-0.35107012111175,-0.4524621695035,-0.41709256291425,-0.30873029884725,-0.34616065275825,-0.42388791945125,-0.4740408974475,-0.3857230650345,-0.3272999513975,-0.46144127664925,-0.338252161737,-0.48187628492,-0.479299697337,-0.3875231748595,-0.2843615941205,-0.33832014830875,-0.40906980174950003,-0.34900177870625004,-0.328968326463,-0.4955294809295,-0.38444002168075003,-0.386828594942,-0.388751545556,-0.39737305451125005,-0.48535863917824995,-0.32570427144424996,-0.141461643425625,-0.392260385833,-0.32894958825033327
CEBPA,-0.6683224487285,-0.554820834568,-0.4855855610345,-0.5697687997525,-0.6355704483769999,-0.6117402757275,-0.49340940872850003,-0.5852916404385,-0.4689111461405,-0.6034196170185,-0.6249984208115,-0.641642369425,-0.447978271567,-0.553319485199,-0.563382028981,-0.49127905325849996,-0.545869754935,-0.697688080694,-0.6461529085665001,-0.5817952088095,-0.6551977251365,-0.311590243353,-0.6667435731105,-0.33324830870300004,-0.6344644609700001,-0.6822632848729999,-0.491242554903,-0.4580502546475,-0.6228222707805,-0.5225901966640001,-0.6336469139695,-0.6368264068580001,-0.5746012385329999,-0.501857959068,-0.6735041509924999,-0.6783164435764999,-0.6519558298195001,-0.610455656116,-0.6382894141755,-0.539084836445,-0.5723745667275,-0.584448142401,-0.664544614673,-0.4629882512575,-0.6860814928980001,-0.748741700504,-0.6509949183379999,-0.714266907748,-0.6355745273915,-0.45408079287299996,-0.532048823052,-0.486573761851,-0.576311271156,-0.640107288368,-0.637686531666,-0.6134703171505,-0.653554073978,-0.32486405448850003,-0.5979510987805,-0.5949861167125,-0.442203487232,-0.5653237691155,-0.6772109037335,-0.650617062863,-0.618213558571,-0.5754738638495001,-0.652972480961,-0.6108808959365,-0.615380111651,-0.520525169895,-0.5977987824565,-0.598110458991,-0.7140637673795,-0.6498324796225,-0.592348205539,-0.537739308782,-0.5975018272870001,-0.594893699863,-0.6642354997095,-0.644466222555,-0.5045168139935,-0.512365727377,-0.534249041448,-0.6976300838480001,-0.5789750130355,-0.6906359069854999,-0.6077419229045,-0.553898048354,-0.535053703117,-0.6020882004300001,-0.4443366121915,-0.510348000369,-0.6765679756975,-0.687756741509,-0.5765094973385,-0.686176797267,-0.7094058056370001,-0.682963044606,-0.482133131762,-0.445867630219,-0.46778025120350003,-0.5754605581745,-0.59399529972,-0.636562569371,-0.6206916985775,-0.6235055670525,-0.5459219541045,-0.6137573524369999,-0.6876854142055,-0.5587422157805,-0.5455495795325,-0.606074353038,-0.5961251023962001
CEBPB,-0.5091395889682501,-0.4560338451175,-0.38351038105074997,-0.51946109234625,-0.5181112169655,-0.38148635601775,-0.253087916597325,-0.27721361319115,-0.31661332790975,-0.37405467742525,-0.6072013971922501,-0.4181342291805,-0.33479798995325,-0.3802166380947499,-0.37493768883425,-0.39735143504775,-0.697688080694,-0.46694448820699996,-0.5836774298777501,-0.35642493374975004,-0.418565921473,-0.268173967417,-0.43658100839575,-0.3744701930705,-0.34876741289025,-0.4556032949545,-0.49515285625350003,-0.1701774321825575,-0.4365594226315,-0.5040062099555,-0.34914936135200003,-0.26580230431335,-0.315605320124,-0.307926329245,-0.44030599284275,-0.44138541405350007,-0.44093791422774997,-0.46568084613224997,-0.43746427186299996,-0.47895060170474996,-0.30926420213425,-0.37561909318700004,-0.6097647408625,-0.31993277162425,-0.45223891095325003,-0.6265197235325001,-0.437196110176,-0.58865791961225,-0.4973224134155,-0.483248070929,-0.35758209548950004,-0.45326968668025003,-0.4351579770995,-0.5278567517585,-0.46688719599850004,-0.468592798822,-0.37310508333325,-0.130656366869575,-0.34265254687825,-0.411174589892,-0.22463745739952498,-0.260244879298575,-0.31325206678475004,-0.26869781354342503,-0.317194950081,-0.34069288873375003,-0.41691623476725004,-0.35197929207725,-0.34936879626825,-0.38245560800850004,-0.461657520519,-0.3404279681615,-0.5308742732712499,-0.44161539517425,-0.36590141457,-0.348192535716,-0.40053197076275004,-0.37451184206775,-0.5131539979717499,-0.5290918877505,-0.45022097632,-0.40642922553774996,-0.281081657578,-0.40958573246624996,-0.2977675457015,-0.558990919055,-0.43433833749575,-0.27076914552525,-0.3474090418595,-0.370099843713,-0.43159191561774995,-0.328806205346,-0.30771685179822506,-0.546079631331,-0.29836793926675,-0.551421869118,-0.56159762339475,-0.45868442631074996,-0.23456728232025,-0.267054642890575,-0.35011739061625,-0.31592633968625,-0.292953146606,-0.6157108357645,-0.3751405708715,-0.36281097471550006,-0.31306641095474996,-0.3464914370775,-0.5459617763942499,-0.285395667437625,-0.10020523645924997,-0.39320703208700003,-0.3173470565042767
CEBPE,-0.5922283940277501,-0.4613597066755,-0.451474868415,-0.59296902241025,-0.630081153364,-0.51350514396875,-0.32787901078975,-0.31196492397775,-0.3895948601835,-0.502569922006,-0.6787563956255,-0.40311326827925,-0.47897865445375,-0.5050270730595,-0.45444917273325,-0.5184247329307501,-0.6461529085665001,-0.5836774298777501,-0.625540166338,-0.46671678092525,-0.489066475402,-0.3008809269,-0.553587032331,-0.41476283869275,-0.4302134553405,-0.48691095553249997,-0.44557047407850003,-0.24952798335575,-0.50513152531425,-0.60038738236025,-0.42072166710250003,-0.35315904089350003,-0.35748096818725,-0.47343378136650005,-0.5924106996415001,-0.53925931589875,-0.5467340473775,-0.5123993630675,-0.5675112700955001,-0.52909691275925,-0.3968275070145,-0.45129209324425,-0.6686035769809999,-0.41175750708125003,-0.53622016179575,-0.6902225019755001,-0.5141360278845,-0.60771029975625,-0.6099297142569999,-0.4761257391155,-0.5495900711317501,-0.5702105589415,-0.3995585699225,-0.6049690373284999,-0.55467742359675,-0.55089962157825,-0.49300006680825004,-0.176462074998375,-0.39105132469,-0.468976785471,-0.331364877098,-0.401264833464,-0.37343541475475,-0.34707788125175004,-0.436783090194,-0.45710581665125,-0.441852611929,-0.362422416046,-0.44732190482225,-0.44403279226,-0.5511840354462499,-0.36153245026525,-0.5883818748477501,-0.51896782151525,-0.3890072450855,-0.4018455783855,-0.46552586021375003,-0.414829792633,-0.61795437561075,-0.6665388263025,-0.509852682874,-0.52360696055625,-0.37482598335725,-0.5067310456825,-0.38718958271875004,-0.5709123280070001,-0.5008606568114999,-0.31674695886575,-0.44146859886375,-0.53176041066025,-0.3788529984125,-0.47306345731625,-0.4267955076565,-0.4769491699555,-0.3514288573485,-0.6506871812155,-0.6099028714535,-0.507786173721,-0.26223359656925,-0.302742747697,-0.39917323339474997,-0.41740099162824995,-0.4004340321045,-0.6581526120615,-0.44788923010150006,-0.427884358693,-0.43848493190025006,-0.42073178722975,-0.6278719100952499,-0.44357367362250005,-0.146381163642825,-0.48070692931225,-0.4175492215717667
CELF2,-0.42102124998150003,-0.329155095541,-0.19283868847424998,-0.42720885288375,-0.43021496449375,-0.1960832955761,-0.08978733431882499,-0.07669533625845,-0.14465971518175003,-0.1780617445275,-0.5333132241695,-0.22178223101175,-0.1660269967245,-0.27331086432775,-0.29275864189,-0.34719024951200006,-0.5817952088095,-0.35642493374975,-0.46671678092525,-0.1818977378097,-0.267031370862075,-0.2225828280555,-0.31093360661725,-0.1145499308446,-0.18090437159974998,-0.4076438738565,-0.37580499512625004,0.026686799843675002,-0.220463622808375,-0.384050067352,-0.152978357698725,-0.018051780824249995,-0.22846921145194998,-0.219079594755,-0.23977413236575,-0.27160992144825,-0.27265666796575,-0.276591171614,-0.29619813968225,-0.42744971023375,-0.05235871221920001,-0.161179772578725,-0.4835124069235,-0.12101339207747501,-0.4353098279905,-0.5431518550000001,-0.25035381385975003,-0.47683585265375,-0.39292653886225004,-0.33355891120275,-0.43252881981424995,-0.228857663151875,-0.197680496498,-0.30646211777724996,-0.30730885436675,-0.27960539016575003,-0.17327590153244998,0.12263999132480001,-0.15093823745747498,-0.25414289043775,-0.09898249137127499,-0.0016272606097749998,-0.020776428723775005,0.016832946590315003,-0.10565550091680001,-0.119755976343125,-0.166494743452125,-0.17550314367246503,-0.120110628652875,-0.1645395549124,-0.32604050520850003,-0.13374430719475,-0.45602365705975,-0.23601083554315,-0.1355541018299,-0.09284812527220002,-0.33592443730724997,-0.20147988358205,-0.27439493262500003,-0.4592888258382499,-0.30619485546725,-0.300975083756,-0.12761307268007502,-0.23804413615167752,-0.14467001187115,-0.39017771749775004,-0.25782839083425,-0.11840538028555,-0.1945966693725,-0.264003046341,-0.27036266009925003,-0.171637977532775,-0.041529650177524996,-0.40433964120575006,-0.108306009128575,-0.3337250159495,-0.49273777210374997,-0.301196731775,-0.08818215429335,-0.116311114857975,-0.08398969149045,-0.101759425635225,-0.07614147987275,-0.570715692181,-0.13750458730305,-0.145722932267575,-0.161590540011,-0.2150133487435,-0.43743437270675,-0.10150636196644999,0.07951410498945,-0.1098565345844,-0.073087153237937
CITED1,-0.4426339502135,-0.45575354747999997,-0.344893982189,-0.5287075390785,-0.505197499651,-0.278711418372,-0.23586497563255,-0.19550579138279997,-0.26462928486425,-0.28169601699650004,-0.60188864614425,-0.37348494285899997,-0.26721405291675,-0.328471065771,-0.35469086581075,-0.43700058158025,-0.6551977251365,-0.418565921473,-0.489066475402,-0.267031370862075,-0.42809675776825,-0.2702035373465,-0.3712671900845,-0.27217467454275,-0.27871589638825,-0.444648001778,-0.47669251357675,-0.08967894340107502,-0.3472637310915,-0.44258152813775,-0.31592883625325,-0.1617246915703,-0.27357963834725,-0.3784456465589999,-0.29844970376875,-0.41963074233175,-0.39945964800275,-0.36972807287875,-0.391734319066,-0.5004710240415,-0.19499153463582253,-0.272415001489075,-0.5263464554124999,-0.24447892420625003,-0.45831561786325,-0.58005810898125,-0.3496777212115,-0.538994979283,-0.438054821616,-0.42890267039124996,-0.543480494914,-0.36009260787925,-0.39491976521899996,-0.40197430132125,-0.39532144354775,-0.38626513957225,-0.27978119022165004,-0.0652989732895,-0.310902322312,-0.37626876999250003,-0.209178860198575,-0.106522095912475,-0.12861481484809248,-0.11715757361279999,-0.246577069117,-0.26106416155925,-0.25625629584675,-0.30246674133352497,-0.221901161989425,-0.308887897905,-0.42238878550075,-0.2945573430555,-0.49094838934225,-0.30872970602875,-0.2698623012375,-0.21447823015044998,-0.418490036396,-0.30184756708375,-0.379341928291,-0.51308072873625,-0.41486408116175,-0.360941304972,-0.21096097236395,-0.3239468801178,-0.24376774980049998,-0.4571897720445,-0.35900409866025,-0.20928797986,-0.26276295052925003,-0.33965173230350004,-0.40909951183124993,-0.27390306105867496,-0.1699232140747425,-0.51953290663725,-0.20154224714227498,-0.5095861127145,-0.5134524748045,-0.37193624447374996,-0.254907687715475,-0.2865094088029,-0.26700980478375,-0.221179013969725,-0.19360894500915002,-0.5726394255425,-0.27679419095675,-0.23823275982199998,-0.27011540228850006,-0.28027132530375,-0.51959487357025,-0.20364787352164998,0.013595122028674994,-0.28280583377174995,-0.1992101849939271
CKS1B,-0.408320208998,-0.41703686184300004,-0.279877580292,-0.46601609156799995,-0.32745124841600004,-0.1830923472945,-0.1862013180745,-0.12101781111675,-0.2620902096685,-0.2877742351005,-0.5871034345470001,-0.2685935932965,-0.361360182761,-0.29373914411150004,-0.2996709163715,-0.34936391739600003,-0.311590243353,-0.268173967417,-0.3008809269,-0.2225828280555,-0.2702035373465,-0.29519564142,-0.374935603619,-0.3032581860955,-0.22922913274,-0.370860099184,-0.4614876735565,-0.010240864018050005,-0.18550528900000002,-0.4413148109735,-0.2560952471065,-0.07218100397105,-0.2058717053005,-0.46334160959200005,-0.216396350957,-0.27993360868000006,-0.335298432845,-0.2785304583835,-0.3607744383725,-0.509850676828,-0.1244811821775,-0.230327387885,-0.387800794149,-0.2435602016595,-0.436073959511,-0.4991154240225,-0.2693477777155,-0.47611806606999996,-0.478662563819,-0.407766627767,-0.6154059385775,-0.31864390202500004,-0.264634915715,-0.37732119158349997,-0.325322853284,-0.3315704192855,-0.22331841509349998,-0.03816855574044999,-0.261917474645,-0.382470511585,-0.1918909881085,-0.0406504244459,-0.021609007293950003,-0.010830491447000004,-0.19230208978799998,-0.190346613177,-0.20747913859,-0.210535401463,-0.200814909503,-0.2838879250385,-0.36716366945949996,-0.276278323943,-0.4511542321945,-0.19999115464099998,-0.24373987021899998,-0.17925970533900001,-0.36533762702850003,-0.242753508934,-0.309294073717,-0.5040282230734999,-0.353671842578,-0.41077165361400003,-0.266244785252,-0.236548324223,-0.282725427319,-0.410277409186,-0.2259210258175,-0.161944744048,-0.2147041242035,-0.350161997791,-0.44201473050699996,-0.23522651163999997,-0.09099646412665001,-0.41140904811049994,-0.17481926201050002,-0.291166620275,-0.40047351046650004,-0.312454688382,-0.1361929668908,-0.1592550938235,-0.2669245172375,-0.190317061655,-0.1613935061745,-0.562942706849,-0.23840431524550001,-0.3473803657485,-0.329990615397,-0.2799604564695,-0.40579000533700005,-0.212612463925,0.029139210964665003,-0.2455556186245,-0.16305387783463335
